address,choice,voting_power,timestamp,date_utc,author_ipfs_hash
0xaf978D1C783ce47afe707608372E31d28E1aFBec,3,1,1672283260,"Thu, 29 Dec 2022 03:07:40 GMT",bafkreibjhil7x6ejrhazekkjzzy76rqevdwv5oabs4awjfz5dzwftgtnly
0x0f3B0b1Df4493462DB99050bA75B74B433C7f655,1,1,1672051500,"Mon, 26 Dec 2022 10:45:00 GMT",bafkreicqvb7pvfrfesn22j7g6ymidqdv6hwqfwqhblp7flqg6ltei7ld6a
0xb8EEaD8FA94172b46B85469cE03104DF51C850D7,1,1,1672077942,"Mon, 26 Dec 2022 18:05:42 GMT",bafkreigfju4nirn3n565pil5wuosm4nzror3slj7rm3w3wukq4c5rpk6ai
0x313CaB6586B1B5dF89CFe09F667284091B304efF,2,1,1672208417,"Wed, 28 Dec 2022 06:20:17 GMT",bafkreicnzfcxsdfn422ecppmydcfcncldykb5ffxwxogvn45t6kozfjc2i
0xf92E84c0EaEe37765acf65df9705284D95EE4E0e,2,1,1672333373,"Thu, 29 Dec 2022 17:02:53 GMT",bafkreiafg4ja5p5xumuvjwozwg2xp3724lhetly4wrxprqcqwjjhbgn2ve
0xe414889B2c129D2C65E96C4ac88AD46cB1C07549,2,1,1672146657,"Tue, 27 Dec 2022 13:10:57 GMT",bafkreifjco4hdhgn72tdxrvjr2aamd5yldp6cvg4ra4rgvvkhbfrlsmqye
0x5656940573B39D6eA96C4120715E0fd2B6298dEa,1,1,1672286063,"Thu, 29 Dec 2022 03:54:23 GMT",bafkreid6bsiuyro2psr7kyy4ftyse7qw56ba4mzd3f662cbxt2azrhzijm
0x7D7b535Cc2aEe91389698688A5888971663309A7,2,1,1672193505,"Wed, 28 Dec 2022 02:11:45 GMT",bafkreiakhnnjnbvg2rlvjr3mf2hpppcz2mejprf3u6e4nxatybjlcmrzri
0x0Ba4Ce355aC07C6aa6a679129c03Fddac287aF0c,1,1,1672071535,"Mon, 26 Dec 2022 16:18:55 GMT",bafkreifpfxyymq2d3orb6jsfmlzz2pnqmsoewhhpscxkik2vgug5xobf2i
0xB7e24F21Bcb2AF348bCd7BA0f57F24eeb5De41b2,2,1,1672067914,"Mon, 26 Dec 2022 15:18:34 GMT",bafkreihotizvsjmyd5uqa5ke7wkibvqlblggeaby4zjdo7x7dtudnc6kqi
0x7643a2F9C5244337B5d7C43b65C89aFD15F59271,2,1,1672142681,"Tue, 27 Dec 2022 12:04:41 GMT",bafkreichagqz63j3uodz6a3v6gftgwvo45uhxf7fbwo4qi7lds6q2aut6y
0xa98F4d9058E6E78B969645B6fae17d1A22dCB62f,2,1,1672066313,"Mon, 26 Dec 2022 14:51:53 GMT",bafkreib7jfz7sgmo7gm2jul5uoicpodivh37fv3l2ve6zy5cmh2myk6x2m
0x75dB933F690903730724498E1767bd7BbbF5A45c,2,1,1672052698,"Mon, 26 Dec 2022 11:04:58 GMT",bafkreienarjcnly45pdfz3aolthnsg7gpewcwcfkwe4goclcrcwx6kcoku
0x1b4aA4aD0fA6cb4079Ead2B0FB2239AE01f464B6,2,1,1672190678,"Wed, 28 Dec 2022 01:24:38 GMT",QmeZcR8ZRfxoKgWjVr1FzvtmMh9ka5qtWDwgBeAkWuZSM7
0xc069EE95FB535001ceF13b7F79F87D8aBC2E5B9F,2,1,1672041629,"Mon, 26 Dec 2022 08:00:29 GMT",bafkreid7bkhhps5qkcs3ddtt5lr7ec4srbdwptzekc225ezpweymw7vthm
0x3db00D1334B5faDd2A897D8A702cDCbb6F159D87,2,1,1672121618,"Tue, 27 Dec 2022 06:13:38 GMT",bafkreide6ibqkn2nv64i4pob5azg26cf7vurymz3wmohaovde5en7b33oi
